GEOID,CITY,STATE_ABBR,CBSA_CODE,CBSA_TITLE,S2201_C04_001E,S2201_C04_001M,REL_MOE_PCT,NAME
2467675,Rockville,MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6.8,3.5,51.47058823529412,"Rockville city, Maryland"
2360545,Portland,ME,38860,"Portland-South Portland, ME",9.2,3.4,36.95652173913044,"Portland city, Maine"
2603000,Ann Arbor,MI,11460,"Ann Arbor, MI",5.9,1.7,28.813559322033893,"Ann Arbor city, Michigan"
2621000,Dearborn,MI,19820,"Detroit-Warren-Dearborn, MI",23.6,3.6,15.254237288135592,"Dearborn city, Michigan"
2622000,Detroit,MI,19820,"Detroit-Warren-Dearborn, MI",36.6,1.8,4.918032786885246,"Detroit city, Michigan"
2627440,Farmington Hills,MI,19820,"Detroit-Warren-Dearborn, MI",9.3,2.8,30.107526881720425,"Farmington Hills city, Michigan"
2629000,Flint,MI,22420,"Flint, MI",34.5,4.4,12.753623188405799,"Flint city, Michigan"
2634000,Grand Rapids,MI,24340,"Grand Rapids-Wyoming-Kentwood, MI",14.3,2.2,15.384615384615385,"Grand Rapids city, Michigan"
2642160,Kalamazoo,MI,28020,"Kalamazoo-Portage, MI",20.3,4.1,20.197044334975367,"Kalamazoo city, Michigan"
2646000,Lansing,MI,29620,"Lansing-East Lansing, MI",19.6,3.8,19.387755102040813,"Lansing city, Michigan"
2649000,Livonia,MI,19820,"Detroit-Warren-Dearborn, MI",3.9,1.2,30.76923076923077,"Livonia city, Michigan"
2659440,Novi,MI,19820,"Detroit-Warren-Dearborn, MI",5.2,3.0,57.692307692307686,"Novi city, Michigan"
2674900,Southfield,MI,19820,"Detroit-Warren-Dearborn, MI",9.9,2.9,29.292929292929294,"Southfield city, Michigan"
2680700,Troy,MI,19820,"Detroit-Warren-Dearborn, MI",5.4,2.1,38.88888888888889,"Troy city, Michigan"
2684000,Warren,MI,19820,"Detroit-Warren-Dearborn, MI",26.3,3.7,14.068441064638785,"Warren city, Michigan"
2688940,Wyoming,MI,24340,"Grand Rapids-Wyoming-Kentwood, MI",8.7,3.4,39.08045977011494,"Wyoming city, Michigan"
2706616,Bloomington,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",6.8,2.7,39.70588235294118,"Bloomington city, Minnesota"
2717000,Duluth,MN,20260,"Duluth, MN-WI",12.4,2.9,23.387096774193548,"Duluth city, Minnesota"
2717288,Eagan,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3.3,1.6,48.48484848484849,"Eagan city, Minnesota"
2743000,Minneapolis,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",12.5,1.6,12.8,"Minneapolis city, Minnesota"
2751730,Plymouth,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2.9,1.3,44.827586206896555,"Plymouth city, Minnesota"
2754880,Rochester,MN,40340,"Rochester, MN",6.0,2.3,38.33333333333333,"Rochester city, Minnesota"
2756896,St. Cloud,MN,41060,"St. Cloud, MN",18.8,5.1,27.127659574468083,"St. Cloud city, Minnesota"
2758000,St. Paul,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16.3,2.1,12.883435582822086,"St. Paul city, Minnesota"
2915670,Columbia,MO,17860,"Columbia, MO",5.7,1.7,29.82456140350877,"Columbia city, Missouri"
2938000,Kansas City,MO,28140,"Kansas City, MO-KS",9.9,1.2,12.12121212121212,"Kansas City city, Missouri"
2970000,Springfield,MO,44180,"Springfield, MO",11.3,1.8,15.929203539823009,"Springfield city, Missouri"
2964082,St. Charles,MO,41180,"St. Louis, MO-IL",7.2,3.8,52.77777777777778,"St. Charles city, Missouri"
2964550,St. Joseph,MO,41140,"St. Joseph, MO-KS",13.0,3.0,23.076923076923077,"St. Joseph city, Missouri"
2965000,St. Louis,MO,41180,"St. Louis, MO-IL",17.9,2.0,11.173184357541901,"St. Louis city, Missouri"
2829700,Gulfport,MS,25060,"Gulfport-Biloxi, MS",17.5,3.6,20.57142857142857,"Gulfport city, Mississippi"
2836000,Jackson,MS,27140,"Jackson, MS",18.0,2.8,15.555555555555555,"Jackson city, Mississippi"
3006550,Billings,MT,13740,"Billings, MT",8.2,2.4,29.268292682926834,"Billings city, Montana"
3050200,Missoula,MT,33540,"Missoula, MT",5.9,2.2,37.28813559322034,"Missoula city, Montana"
3702140,Asheville,NC,11700,"Asheville, NC",7.9,2.2,27.848101265822784,"Asheville city, North Carolina"
3710740,Cary,NC,39580,"Raleigh-Cary, NC",3.3,1.4,42.42424242424242,"Cary town, North Carolina"
3712000,Charlotte,NC,16740,"Charlotte-Concord-Gastonia, NC-SC",9.7,1.0,10.309278350515465,"Charlotte city, North Carolina"
3714100,Concord,NC,16740,"Charlotte-Concord-Gastonia, NC-SC",11.7,3.9,33.333333333333336,"Concord city, North Carolina"
3719000,Durham,NC,20500,"Durham-Chapel Hill, NC",10.3,1.8,17.475728155339805,"Durham city, North Carolina"
3722920,Fayetteville,NC,22180,"Fayetteville, NC",17.7,1.7,9.6045197740113,"Fayetteville city, North Carolina"
3725580,Gastonia,NC,16740,"Charlotte-Concord-Gastonia, NC-SC",12.8,3.7,28.90625,"Gastonia city, North Carolina"
3728000,Greensboro,NC,24660,"Greensboro-High Point, NC",19.3,2.5,12.953367875647666,"Greensboro city, North Carolina"
3728080,Greenville,NC,24780,"Greenville, NC",16.8,3.8,22.619047619047617,"Greenville city, North Carolina"
3731400,High Point,NC,24660,"Greensboro-High Point, NC",19.1,4.0,20.942408376963346,"High Point city, North Carolina"
3734200,Jacksonville,NC,27340,"Jacksonville, NC",18.5,5.8,31.351351351351354,"Jacksonville city, North Carolina"
3755000,Raleigh,NC,39580,"Raleigh-Cary, NC",6.7,1.2,17.91044776119403,"Raleigh city, North Carolina"
3774440,Wilmington,NC,48900,"Wilmington, NC",9.8,2.4,24.489795918367342,"Wilmington city, North Carolina"
3775000,Winston-Salem,NC,49180,"Winston-Salem, NC",16.5,2.7,16.363636363636363,"Winston-Salem city, North Carolina"
3807200,Bismarck,ND,13900,"Bismarck, ND",5.1,2.7,52.941176470588246,"Bismarck city, North Dakota"
3825700,Fargo,ND,22020,"Fargo, ND-MN",5.8,1.9,32.758620689655174,"Fargo city, North Dakota"
3128000,Lincoln,NE,30700,"Lincoln, NE",8.3,1.6,19.277108433734938,"Lincoln city, Nebraska"
3137000,Omaha,NE,36540,"Omaha, NE-IA",10.4,1.2,11.538461538461538,"Omaha city, Nebraska"
3345140,Manchester,NH,31700,"Manchester-Nashua, NH",12.3,3.1,25.203252032520325,"Manchester city, New Hampshire"
3350260,Nashua,NH,31700,"Manchester-Nashua, NH",12.5,3.8,30.4,"Nashua city, New Hampshire"
3410000,Camden,NJ,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",46.5,5.9,12.688172043010754,"Camden city, New Jersey"
3436000,Jersey City,NJ,35620,"New York-Newark-Jersey City, NY-NJ",15.2,1.9,12.5,"Jersey City city, New Jersey"
3438580,Lakewood,NJ,35620,"New York-Newark-Jersey City, NY-NJ",20.3,5.4,26.60098522167488,"Lakewood CDP, New Jersey"
3451000,Newark,NJ,35620,"New York-Newark-Jersey City, NY-NJ",28.1,3.1,11.03202846975089,"Newark city, New Jersey"
3474000,Trenton,NJ,45940,"Trenton-Princeton, NJ",22.7,6.3,27.75330396475771,"Trenton city, New Jersey"
3502000,Albuquerque,NM,10740,"Albuquerque, NM",16.5,1.5,9.090909090909092,"Albuquerque city, New Mexico"
3539380,Las Cruces,NM,29740,"Las Cruces, NM",24.1,4.0,16.59751037344398,"Las Cruces city, New Mexico"
3570500,Santa Fe,NM,42140,"Santa Fe, NM",10.6,2.1,19.81132075471698,"Santa Fe city, New Mexico"
3231900,Henderson,NV,29820,"Las Vegas-Henderson-North Las Vegas, NV",7.1,1.5,21.126760563380284,"Henderson city, Nevada"
3240000,Las Vegas,NV,29820,"Las Vegas-Henderson-North Las Vegas, NV",15.4,1.3,8.441558441558442,"Las Vegas city, Nevada"
3251800,North Las Vegas,NV,29820,"Las Vegas-Henderson-North Las Vegas, NV",13.3,2.2,16.541353383458645,"North Las Vegas city, Nevada"
3254600,Paradise,NV,29820,"Las Vegas-Henderson-North Las Vegas, NV",19.3,3.0,15.544041450777202,"Paradise CDP, Nevada"
3260600,Reno,NV,39900,"Reno, NV",8.0,1.3,16.25,"Reno city, Nevada"
3601000,Albany,NY,10580,"Albany-Schenectady-Troy, NY",12.7,3.2,25.196850393700792,"Albany city, New York"
3611000,Buffalo,NY,15380,"Buffalo-Cheektowaga, NY",25.3,2.6,10.276679841897234,"Buffalo city, New York"
3615000,Cheektowaga,NY,15380,"Buffalo-Cheektowaga, NY",14.6,3.4,23.28767123287671,"Cheektowaga CDP, New York"
3651000,New York,NY,35620,"New York-Newark-Jersey City, NY-NJ",22.4,0.5,2.232142857142857,"New York city, New York"
3663000,Rochester,NY,40380,"Rochester, NY",29.9,2.6,8.695652173913045,"Rochester city, New York"
3665508,Schenectady,NY,10580,"Albany-Schenectady-Troy, NY",25.6,5.3,20.703124999999996,"Schenectady city, New York"
3673000,Syracuse,NY,45060,"Syracuse, NY",27.5,3.1,11.272727272727273,"Syracuse city, New York"
3901000,Akron,OH,10420,"Akron, OH",25.1,3.2,12.749003984063744,"Akron city, Ohio"
3912000,Canton,OH,15940,"Canton-Massillon, OH",30.2,5.2,17.218543046357617,"Canton city, Ohio"
3915000,Cincinnati,OH,17140,"Cincinnati, OH-KY-IN",15.6,2.0,12.820512820512823,"Cincinnati city, Ohio"
3916000,Cleveland,OH,17410,"Cleveland, OH",24.5,1.9,7.755102040816326,"Cleveland city, Ohio"
3918000,Columbus,OH,18140,"Columbus, OH",11.4,0.9,7.894736842105263,"Columbus city, Ohio"
3921000,Dayton,OH,19430,"Dayton-Kettering-Beavercreek, OH",22.2,3.3,14.864864864864865,"Dayton city, Ohio"
3977000,Toledo,OH,45780,"Toledo, OH",21.9,2.4,10.958904109589042,"Toledo city, Ohio"
4041850,Lawton,OK,30020,"Lawton, OK",20.2,2.7,13.366336633663368,"Lawton city, Oklahoma"
4055000,Oklahoma City,OK,36420,"Oklahoma City, OK",14.2,1.3,9.15492957746479,"Oklahoma City city, Oklahoma"
4075000,Tulsa,OK,46140,"Tulsa, OK",15.2,1.1,7.236842105263158,"Tulsa city, Oklahoma"
4105350,Beaverton,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",9.5,2.7,28.421052631578945,"Beaverton city, Oregon"
4105800,Bend,OR,13460,"Bend, OR",7.6,2.4,31.57894736842105,"Bend city, Oregon"
4123850,Eugene,OR,21660,"Eugene-Springfield, OR",21.2,3.0,14.150943396226415,"Eugene city, Oregon"
4134100,Hillsboro,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",12.3,3.4,27.642276422764223,"Hillsboro city, Oregon"
4147000,Medford,OR,32780,"Medford, OR",22.8,3.7,16.228070175438596,"Medford city, Oregon"
4159000,Portland,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",16.7,1.2,7.18562874251497,"Portland city, Oregon"
4164900,Salem,OR,41420,"Salem, OR",20.9,3.6,17.22488038277512,"Salem city, Oregon"
4202000,Allentown,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",35.1,4.5,12.82051282051282,"Allentown city, Pennsylvania"
4206088,Bethlehem,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",17.9,4.3,24.022346368715084,"Bethlehem city, Pennsylvania"
4224000,Erie,PA,21500,"Erie, PA",31.4,4.0,12.738853503184714,"Erie city, Pennsylvania"
4260000,Philadelphia,PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",25.8,1.5,5.813953488372093,"Philadelphia city, Pennsylvania"
4261000,Pittsburgh,PA,38300,"Pittsburgh, PA",17.7,1.9,10.734463276836157,"Pittsburgh city, Pennsylvania"
4263624,Reading,PA,39740,"Reading, PA",35.7,4.1,11.484593837535012,"Reading city, Pennsylvania"
4269000,Scranton,PA,42540,"Scranton--Wilkes-Barre, PA",24.7,3.9,15.789473684210526,"Scranton city, Pennsylvania"
7206593,Bayamón,PR,41980,"San Juan-Bayamón-Caguas, PR",34.1,3.1,9.090909090909092,"Bayamón zona urbana, Puerto Rico"
7210334,Caguas,PR,41980,"San Juan-Bayamón-Caguas, PR",42.7,5.3,12.412177985948476,"Caguas zona urbana, Puerto Rico"
7232522,Guaynabo,PR,41980,"San Juan-Bayamón-Caguas, PR",18.3,3.1,16.939890710382514,"Guaynabo zona urbana, Puerto Rico"
7263820,Ponce,PR,38660,"Ponce, PR",52.0,4.1,7.884615384615384,"Ponce zona urbana, Puerto Rico"
4459000,Providence,RI,39300,"Providence-Warwick, RI-MA",27.5,3.6,13.090909090909092,"Providence city, Rhode Island"
4474300,Warwick,RI,39300,"Providence-Warwick, RI-MA",9.8,3.0,30.61224489795918,"Warwick city, Rhode Island"
4513330,Charleston,SC,16700,"Charleston-North Charleston, SC",7.1,2.5,35.21126760563381,"Charleston city, South Carolina"
4516000,Columbia,SC,17900,"Columbia, SC",11.5,2.7,23.47826086956522,"Columbia city, South Carolina"
4530850,Greenville,SC,24860,"Greenville-Anderson-Greer, SC",8.0,3.5,43.75,"Greenville city, South Carolina"
4550875,North Charleston,SC,16700,"Charleston-North Charleston, SC",12.4,3.9,31.451612903225808,"North Charleston city, South Carolina"
4561405,Rock Hill,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",9.9,3.5,35.35353535353536,"Rock Hill city, South Carolina"
4652980,Rapid City,SD,39660,"Rapid City, SD",5.7,2.1,36.84210526315789,"Rapid City city, South Dakota"
4659020,Sioux Falls,SD,43620,"Sioux Falls, SD-MN",7.2,1.5,20.833333333333332,"Sioux Falls city, South Dakota"
4714000,Chattanooga,TN,16860,"Chattanooga, TN-GA",12.7,2.5,19.68503937007874,"Chattanooga city, Tennessee"
4715160,Clarksville,TN,17300,"Clarksville, TN-KY",6.5,2.3,35.38461538461538,"Clarksville city, Tennessee"
4727740,Franklin,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1.8,1.2,66.66666666666666,"Franklin city, Tennessee"
4737640,Jackson,TN,27180,"Jackson, TN",17.6,4.0,22.727272727272727,"Jackson city, Tennessee"
4738320,Johnson City,TN,27740,"Johnson City, TN",7.5,2.6,34.66666666666667,"Johnson City city, Tennessee"
4740000,Knoxville,TN,28940,"Knoxville, TN",13.1,2.0,15.267175572519085,"Knoxville city, Tennessee"
4748000,Memphis,TN,32820,"Memphis, TN-MS-AR",16.7,1.7,10.179640718562874,"Memphis city, Tennessee"
4751560,Murfreesboro,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",7.1,2.8,39.436619718309856,"Murfreesboro city, Tennessee"
4752006,Nashville-Davidson metropolitan government (balance),TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",6.2,1.2,19.35483870967742,"Nashville-Davidson metropolitan government (balance), Tennessee"
4801000,Abilene,TX,10180,"Abilene, TX",10.7,2.5,23.364485981308412,"Abilene city, Texas"
4803000,Amarillo,TX,11100,"Amarillo, TX",13.2,2.4,18.181818181818183,"Amarillo city, Texas"
4804000,Arlington,TX,19100,"Dallas-Fort Worth-Arlington, TX",10.8,1.8,16.666666666666664,"Arlington city, Texas"
4805000,Austin,TX,12420,"Austin-Round Rock-San Marcos, TX",4.9,0.7,14.285714285714285,"Austin city, Texas"
4806128,Baytown,TX,26420,"Houston-Pasadena-The Woodlands, TX",20.9,4.6,22.00956937799043,"Baytown city, Texas"
4807000,Beaumont,TX,13140,"Beaumont-Port Arthur, TX",22.9,4.2,18.340611353711793,"Beaumont city, Texas"
4810768,Brownsville,TX,15180,"Brownsville-Harlingen, TX",24.5,3.6,14.69387755102041,"Brownsville city, Texas"
4810912,Bryan,TX,17780,"College Station-Bryan, TX",12.2,3.1,25.40983606557377,"Bryan city, Texas"
4815976,College Station,TX,17780,"College Station-Bryan, TX",3.9,1.9,48.717948717948715,"College Station city, Texas"
4816432,Conroe,TX,26420,"Houston-Pasadena-The Woodlands, TX",5.9,2.1,35.59322033898305,"Conroe city, Texas"
4817000,Corpus Christi,TX,18580,"Corpus Christi, TX",17.0,2.0,11.76470588235294,"Corpus Christi city, Texas"
4819000,Dallas,TX,19100,"Dallas-Fort Worth-Arlington, TX",10.7,1.0,9.345794392523366,"Dallas city, Texas"
4819972,Denton,TX,19100,"Dallas-Fort Worth-Arlington, TX",5.4,1.9,35.18518518518518,"Denton city, Texas"
4822660,Edinburg,TX,32580,"McAllen-Edinburg-Mission, TX",21.0,4.7,22.380952380952383,"Edinburg city, Texas"
4824000,El Paso,TX,21340,"El Paso, TX",17.0,1.6,9.411764705882353,"El Paso city, Texas"
4827000,Fort Worth,TX,19100,"Dallas-Fort Worth-Arlington, TX",9.8,1.1,11.224489795918368,"Fort Worth city, Texas"
4829336,Georgetown,TX,12420,"Austin-Round Rock-San Marcos, TX",5.5,2.9,52.72727272727272,"Georgetown city, Texas"
4832372,Harlingen,TX,15180,"Brownsville-Harlingen, TX",21.1,4.3,20.379146919431275,"Harlingen city, Texas"
4835000,Houston,TX,26420,"Houston-Pasadena-The Woodlands, TX",14.0,0.9,6.42857142857143,"Houston city, Texas"
4837000,Irving,TX,19100,"Dallas-Fort Worth-Arlington, TX",5.6,1.6,28.571428571428577,"Irving city, Texas"
4839148,Killeen,TX,28660,"Killeen-Temple, TX",17.6,3.2,18.181818181818183,"Killeen city, Texas"
4841464,Laredo,TX,29700,"Laredo, TX",18.8,2.8,14.893617021276595,"Laredo city, Texas"
4843888,Longview,TX,30980,"Longview, TX",16.1,4.2,26.08695652173913,"Longview city, Texas"
4845000,Lubbock,TX,31180,"Lubbock, TX",8.1,1.5,18.51851851851852,"Lubbock city, Texas"
4845384,McAllen,TX,32580,"McAllen-Edinburg-Mission, TX",19.0,2.9,15.263157894736842,"McAllen city, Texas"
4848072,Midland,TX,33260,"Midland, TX",6.6,2.4,36.36363636363637,"Midland city, Texas"
4848768,Mission,TX,32580,"McAllen-Edinburg-Mission, TX",21.5,4.8,22.325581395348838,"Mission city, Texas"
4850820,New Braunfels,TX,41700,"San Antonio-New Braunfels, TX",5.5,2.1,38.18181818181819,"New Braunfels city, Texas"
4853388,Odessa,TX,36220,"Odessa, TX",8.3,3.1,37.34939759036144,"Odessa city, Texas"
4856000,Pasadena,TX,26420,"Houston-Pasadena-The Woodlands, TX",20.0,3.9,19.5,"Pasadena city, Texas"
4857200,Pharr,TX,32580,"McAllen-Edinburg-Mission, TX",24.2,5.4,22.314049586776864,"Pharr city, Texas"
4858016,Plano,TX,19100,"Dallas-Fort Worth-Arlington, TX",2.2,0.9,40.90909090909091,"Plano city, Texas"
4861796,Richardson,TX,19100,"Dallas-Fort Worth-Arlington, TX",2.5,1.3,52.0,"Richardson city, Texas"
4863500,Round Rock,TX,12420,"Austin-Round Rock-San Marcos, TX",3.7,1.6,43.24324324324324,"Round Rock city, Texas"
4864472,San Angelo,TX,41660,"San Angelo, TX",10.8,3.3,30.555555555555554,"San Angelo city, Texas"
4865000,San Antonio,TX,41700,"San Antonio-New Braunfels, TX",14.4,1.0,6.944444444444445,"San Antonio city, Texas"
4865600,San Marcos,TX,12420,"Austin-Round Rock-San Marcos, TX",6.5,2.9,44.61538461538461,"San Marcos city, Texas"
4870808,Sugar Land,TX,26420,"Houston-Pasadena-The Woodlands, TX",1.7,1.4,82.35294117647058,"Sugar Land city, Texas"
4872176,Temple,TX,28660,"Killeen-Temple, TX",9.9,2.2,22.222222222222225,"Temple city, Texas"
4872656,The Woodlands,TX,26420,"Houston-Pasadena-The Woodlands, TX",3.3,2.4,72.72727272727273,"The Woodlands CDP, Texas"
4874144,Tyler,TX,46340,"Tyler, TX",8.8,2.7,30.681818181818183,"Tyler city, Texas"
4875428,Victoria,TX,47020,"Victoria, TX",15.9,4.9,30.817610062893085,"Victoria city, Texas"
4876000,Waco,TX,47380,"Waco, TX",14.2,3.2,22.535211267605636,"Waco city, Texas"
4879000,Wichita Falls,TX,48660,"Wichita Falls, TX",12.3,2.6,21.13821138211382,"Wichita Falls city, Texas"
4944320,Lehi,UT,39340,"Provo-Orem-Lehi, UT",1.1,0.5,45.45454545454545,"Lehi city, Utah"
4955980,Ogden,UT,36260,"Ogden, UT",8.3,2.3,27.710843373493972,"Ogden city, Utah"
4957300,Orem,UT,39340,"Provo-Orem-Lehi, UT",6.7,2.4,35.82089552238806,"Orem city, Utah"
4962470,Provo,UT,39340,"Provo-Orem-Lehi, UT",4.7,1.7,36.170212765957444,"Provo city, Utah"
4967000,Salt Lake City,UT,41620,"Salt Lake City-Murray, UT",5.6,1.7,30.35714285714286,"Salt Lake City city, Utah"
4965330,St. George,UT,41100,"St. George, UT",2.5,1.6,64.0,"St. George city, Utah"
5101000,Alexandria,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.9,1.1,28.20512820512821,"Alexandria city, Virginia"
5103000,Arlington,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4.7,1.0,21.27659574468085,"Arlington CDP, Virginia"
5116000,Chesapeake,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",8.3,1.8,21.686746987951803,"Chesapeake city, Virginia"
5147672,Lynchburg,VA,31340,"Lynchburg, VA",13.7,3.9,28.467153284671532,"Lynchburg city, Virginia"
5156000,Newport News,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",17.0,2.9,17.058823529411764,"Newport News city, Virginia"
5157000,Norfolk,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",19.3,2.6,13.471502590673575,"Norfolk city, Virginia"
5164000,Portsmouth,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",16.2,3.0,18.51851851851852,"Portsmouth city, Virginia"
5166672,Reston,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5.1,2.2,43.137254901960794,"Reston CDP, Virginia"
5167000,Richmond,VA,40060,"Richmond, VA",14.5,2.3,15.86206896551724,"Richmond city, Virginia"
5168000,Roanoke,VA,40220,"Roanoke, VA",16.2,4.1,25.308641975308642,"Roanoke city, Virginia"
5182000,Virginia Beach,VA,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",6.4,1.3,20.3125,"Virginia Beach city, Virginia"
5303180,Auburn,WA,42660,"Seattle-Tacoma-Bellevue, WA",14.5,4.2,28.965517241379313,"Auburn city, Washington"
5305210,Bellevue,WA,42660,"Seattle-Tacoma-Bellevue, WA",4.3,1.6,37.2093023255814,"Bellevue city, Washington"
5305280,Bellingham,WA,13380,"Bellingham, WA",9.5,2.5,26.31578947368421,"Bellingham city, Washington"
5322640,Everett,WA,42660,"Seattle-Tacoma-Bellevue, WA",11.7,2.3,19.65811965811966,"Everett city, Washington"
5335275,Kennewick,WA,28420,"Kennewick-Richland, WA",18.7,4.1,21.92513368983957,"Kennewick city, Washington"
5335415,Kent,WA,42660,"Seattle-Tacoma-Bellevue, WA",15.5,3.6,23.225806451612904,"Kent city, Washington"
5357535,Redmond,WA,42660,"Seattle-Tacoma-Bellevue, WA",5.9,2.9,49.15254237288135,"Redmond city, Washington"
5357745,Renton,WA,42660,"Seattle-Tacoma-Bellevue, WA",10.4,3.1,29.807692307692307,"Renton city, Washington"
5363000,Seattle,WA,42660,"Seattle-Tacoma-Bellevue, WA",6.5,0.9,13.846153846153847,"Seattle city, Washington"
5367000,Spokane,WA,44060,"Spokane-Spokane Valley, WA",18.3,2.4,13.114754098360654,"Spokane city, Washington"
5367167,Spokane Valley,WA,44060,"Spokane-Spokane Valley, WA",18.8,3.6,19.148936170212767,"Spokane Valley city, Washington"
5370000,Tacoma,WA,42660,"Seattle-Tacoma-Bellevue, WA",19.7,2.9,14.720812182741117,"Tacoma city, Washington"
5374060,Vancouver,WA,38900,"Portland-Vancouver-Hillsboro, OR-WA",12.1,1.8,14.87603305785124,"Vancouver city, Washington"
5380010,Yakima,WA,49420,"Yakima, WA",26.6,4.1,15.413533834586465,"Yakima city, Washington"
5502375,Appleton,WI,11540,"Appleton, WI",8.8,2.6,29.54545454545454,"Appleton city, Wisconsin"
5522300,Eau Claire,WI,20740,"Eau Claire, WI",13.1,3.4,25.954198473282442,"Eau Claire city, Wisconsin"
5531000,Green Bay,WI,24580,"Green Bay, WI",18.3,3.4,18.579234972677593,"Green Bay city, Wisconsin"
5537825,Janesville,WI,27500,"Janesville-Beloit, WI",12.7,4.0,31.496062992125985,"Janesville city, Wisconsin"
5539225,Kenosha,WI,28450,"Kenosha, WI",13.2,3.0,22.72727272727273,"Kenosha city, Wisconsin"
5548000,Madison,WI,31540,"Madison, WI",10.0,1.8,18.0,"Madison city, Wisconsin"
5553000,Milwaukee,WI,33340,"Milwaukee-Waukesha, WI",24.5,1.5,6.122448979591836,"Milwaukee city, Wisconsin"
5560500,Oshkosh,WI,36780,"Oshkosh-Neenah, WI",14.1,3.5,24.822695035460992,"Oshkosh city, Wisconsin"
5566000,Racine,WI,39540,"Racine-Mount Pleasant, WI",26.1,4.2,16.091954022988507,"Racine city, Wisconsin"
5584250,Waukesha,WI,33340,"Milwaukee-Waukesha, WI",9.3,2.6,27.956989247311824,"Waukesha city, Wisconsin"
5613900,Cheyenne,WY,16940,"Cheyenne, WY",4.7,2.6,55.319148936170215,"Cheyenne city, Wyoming"
